car_title,trim,drive,price,habitability,quality,design,fuel,reply
현대 그랜저,종합,9,8,9,9,9,8,생각보다 조용하고 편안합니다.다만 차량 무게가 있어 조금 힘이 부족하다는 느낌이 있어요
현대 그랜저,종합,10,10,9,10,10,7,별 기대 없이 적당한 거 같아서 샀는데 타고니 의외로 편리하고 잘 나갑니다
현대 그랜저,종합,9,9,9,9,8,9,주행성능에 가장 만족함. 앞디자인이 다소 투박하게 느겨지나 나름 강인함을 제공해줌. 연비도 고속주행에서는 만족함. 다만 순간 가속력 부족은 다소 답답함을 줄 때가 있음.
현대 그랜저,종합,10,10,10,10,10,7,기존에 타던게 디젤 픽업트럭이라... 8단 자동변속기 부드러운 서스펜션 세팅으로 거주성이 매우 뛰어나다고 느껴짐.. 연비는 고속에서는 잘 나오는데 시내에서 박살남.
현대 그랜저,종합,8,8,10,9,9,8,여전히 누군가에겐 성공의 아이콘.넉넉한 거주성과 동급대비 우수한 정숙성. 길어진 차체만큼 날렵하지는 못한 거동성. 최신형 답게 각종 편의 및 안전 사양은 수준급.(풀옵 기준) 운전의 재미보다는 동승자의 편안함을 우선시한 느낌.
현대 그랜저,종합,10,10,10,9,8,10,우선 힘이 좋아서 언덕오를때나 장거리 주행시 아주좋아요승차감은 비싼 외제차보다 훨씬 더 낫다는 느낌이 듭니다. 풀옵션이라 4계절 다 쓸모있구요 이제 차바꿀때는 절대 못내려갈거 같네요 이차의 장점중하나는 비좁은 아파트 주차시 차애 내려서 주차할수 있는 기능이 있다는것입니다. 제일 사용을 많이하는데 엄청 편리합니다.
현대 그랜저,2.5 가솔린,9,6,9,9,8,8,현대차는 처음인데 도심형 세단으로 전반적으로 만족하지만 상품성 대비 가격이 좀 과한 것 같습니다.
현대 그랜저,2.5 가솔린,10,6,8,10,10,8,대체로 만족하지만 가격이 많이 올라서 가성비가 좋은차는 아님
현대 그랜저,2.5 가솔린,8,8,7,7,10,10,품질 관리가 잘 안되어있네요5천 넘는차 기능불량 하자도 있고
현대 그랜저,2.5 가솔린,9,7,10,9,10,8,20대후반 내생에 첫 차 어린나이에 g80 가는건 너무 돈낭비인거 같아서 가격 5000 그랜저로 끊었습니다 캘리그라피 +프리뷰 20인치 마차휠까지 넣음 시내주행은 물렁 승차감 좋고 고속도로 올라가면 스포츠모드서스펜션 으로 바꾸면 안전감 있음 2.5도 출력 충분함 190까지 쉽게 올라감 개인적인 취향이지만 디자인 너무 마음에 듭니다 외장 블랙 특히 20인치 마차휠 꼭 캘리그라피 등급 하세요 큰 차를 좋아하는데 이정도 가격에 이정도 공간감인 차 없어요
현대 그랜저,2.5 가솔린,9,10,10,10,10,10,2.5 기준 시내 말고 고속화 도로 타면 연비 13은 뽑음 캘리그래피 기준 실내는 외제차에 비해 고급스럽고 좋음5천만원대 이급은 대안이 없는듯 실내 소재는 완벽 전자제어 서스는 꼭 추천 셋팅 자체가 소프트해서 코너 많은 구간에서는 롤링 발생 전자제어 서스 넣으면 스포츠 모드로 바꾸면 서스펜션 셋팅 딱딱해짐 나름 안정감 있어짐
현대 그랜저,2.5 가솔린,10,10,10,10,10,10,전체적으로 너무 좋아요소음도 많이 잡아주는편이고 운전할때 고속일경우 떨림도 없고 스티어링도 좋아요. 기어도 맘에 들고 전체적으로 모두 좋습니다.
현대 그랜저,2.5 가솔린,10,10,10,10,10,10,시트포지션 빼고 전부매우만족. 괜히 그런져가 아님...가성비의 대형세단을 맛보고싶으면 딱임
현대 그랜저,2.5 가솔린,7,8,8,9,10,10,연비가 생각보다 잘 나옵니다. 디지인이 최고로 맘에 들고요다만 차체가 커서 주차할때 신경 써야 합니다
현대 그랜저,2.5 가솔린,10,8,10,8,8,10,고속도로 시속 100키로 110키로 유지시 연비가 가솔린인데도19키로나온다.좋아요
현대 그랜저,2.5 가솔린,10,10,10,10,10,7,"TM 6.5 년 타다가 넘어왔습니다 전차가 suv 니 승차감,정숙성은 뭐 비교가 안되겠지요 민족도가 높습니다 실,내외 잘뽑았고 다만 컬럼식 기어가 적응이 잘안됩니다"
현대 그랜저,2.5 가솔린,9,8,3,5,10,2,ig 6년 끌고 넘어 왔는데 승차감은 정말 좋다. 연비 안좋고 계기판이 너무 앞에 있어서 적응 안 좋고 네비도 꾸지고 컬럼 기어도 안좋음. 출발시 차 무거워서 말타고 승차감 말곤 안좋은 차임
현대 그랜저,2.5 가솔린,8,8,10,10,7,6,실내 디자인과 편의장치가 만족스럽고 주행 중 발생하는 노이즈가 거의 없어 정숙성이 매우 우수합니다.
현대 그랜저,2.5 가솔린,10,8,10,10,8,8,그렇게 많은 기대는 않했는데 생각보다 여러면에서 만족합니다. 4천~5천 사이에서는 최고인거 같습니다.
현대 그랜저,2.5 가솔린,9,8,9,9,9,8,생각보다 조용하고 편안합니다.다만 차량 무게가 있어 조금 힘이 부족하다는 느낌이 있어요
현대 그랜저,2.5 가솔린,10,10,9,10,10,7,별 기대 없이 적당한 거 같아서 샀는데 타고니 의외로 편리하고 잘 나갑니다
현대 그랜저,2.5 가솔린,10,10,10,10,10,7,기존에 타던게 디젤 픽업트럭이라... 8단 자동변속기 부드러운 서스펜션 세팅으로 거주성이 매우 뛰어나다고 느껴짐.. 연비는 고속에서는 잘 나오는데 시내에서 박살남.
현대 그랜저,2.5 가솔린,9,7,9,9,8,7,더뉴그랜저3.3풀옵에서 디올뉴그랜저 2.5로 내려왔습니다 전자제어서스팬션 때문인지 몰라도 승차감은 이번 그랜저가 좋았습니다 딱 그것만요 나머지는 이전 그랜저가 더 좋았다고 생각이들며 다음 페리 그랜저를 기대하겠습니다
현대 그랜저,2.5 가솔린,10,10,10,10,10,9,고급차 이미지가 느껴져요
현대 그랜저,2.5 가솔린,8,4,10,7,6,7,잔고장 없고 할인율도 없고! 일시불로 지르기 좋은 차 입니다. 다음차 g80도 일시불을 위해 열심히 타고 댕기겠습니다.
현대 그랜저,2.5 가솔린,7,7,10,9,10,6,"2500cc 동급 일본 차량을 11년 몰다가 그랜저 gn7으로 바꿨습니다.솔직히 그랜저 연비나 출력, 가속도는 10년 전에 나온 일본 차 보다도 한참 많이 떨어지네요. 가격도 저렴한건 아니구요. 11년만에 구매한 차라 스마트 크루즈, 스마트폰 미러링 기능, 후방 카메라 화질에 안전 사양들, 디지털 키, 블루링크 까지 뭐 편의 사항은 비교도 안되게 좋아진건 너무 좋습니다."
현대 그랜저,3.5 가솔린,9,9,10,9,8,2,좀더 개선일 필요 할듯 합니다 국내 최고에 그랜저치고는 아직 까지 개선이 필요 할듯하다
현대 그랜저,3.5 가솔린,10,10,10,10,10,10,6기통에 차량 넓고 패밀리카로는 최적화 되어있음기름값 걱정하고 세금 걱정이신 분들은 비추 최소 여유자금을 들고 있거나 최소 연봉 7000정도 이신 분들에게 추천드려요.^^
현대 그랜저,3.5 가솔린,8,8,8,8,8,8,3.5캘리그라피 연비는 고속도로16키로 시내5~7키로 무난함. 색상에 따라서 무게감이 다른듯하네요. 소음도 이정도면 괜츈.
현대 그랜저,3.5 가솔린,10,10,10,10,10,8,캘리그라피 디자인은 멋집니다 크고 길고 웅장해서 개인적으로는 마음에 듭니다 주행성능도 좋고 실내공간도 넓고 패밀리 세단으로 딱입니다 3.5 가솔린인데 생각보다는 연비가 괜찮네요 완벽한 차량은 아니지만 후회없을 것 같습니다
현대 그랜저,3.5 가솔린,10,8,10,8,9,10,3.5 V6가솔린 6기통 좋아요 2달째너무 조용해요 고속주행 연비 13~15나와요 시내바리 어쩔수없네요 예전k7 3.0 가솔린 고속주행이 잘나와야10정도인데 많이발전했네요 잘부탁한다 10년!그랜죠
현대 그랜저,3.5 가솔린,10,10,9,9,10,8,그렌저 타시는분들은 다 아실거라 생각됩니다.편안함 만족 더욱더 발전되는 그렌저 👍 이네요 뽑기 잘하세요~~^^
현대 그랜저,3.5 가솔린,10,8,4,10,8,6,전반적인 기능은 좋습니다. 다만 실내의 높이가 조금만 더 높았으면 하는 아쉬움이 있습니다.
현대 그랜저,3.5 가솔린,10,8,9,9,8,8,"생각보다 연비 좋고 주행 안정감이 좋습니다. 실내 공간도 직전 차량 그랜저HG에 비해 상당히 넓어져 편합니다. 다만, 그만큼 좁은 골목길이나 주차장 주행시나 주차시 주의가 필요합니다. 두어 번 후진 주차시 주차차량 충돌 위험 있었으나 차량 자동멈춤 작동해 안전한 주차가 가능해 만족합니다."
현대 그랜저,3.5 가솔린,10,8,8,9,9,8,"3.5 캘리그래피 2wd 정숙성은 최고이며, 연비도 나쁘지않다. 디자인 또한 매우 만족이며 10 년만에 바꾼 차량이지만 매우 만족한다."
현대 그랜저,3.5 가솔린,10,8,10,10,10,8,3.5 V6 그랜저 힘좋고 생각보다 연비 좋고 실내 넓고 최신식 편의 장비 빵빵하고정숙성 좋고 가격이 사악한거 제외하고 완전 만족합니다!!
현대 그랜저,3.5 가솔린,10,8,10,10,9,8,"이가격에서는 대안이 되만한차가 거의 없습니다.연비도 기대이상이고 승차감,주행성능도 좋습니다. 정숙성은 정말 최고입니다."
현대 그랜저,3.5 가솔린,10,5,10,10,10,8,정말 만족하면서 잘 타고 있어요. 특히 차가 커서 부담감이 있었는데 지금은 너무 적응되어서 편해요 6기통의 정숙성은 정말 ㅎㄷㄷ 합니다.
현대 그랜저,3.5 가솔린,10,6,10,8,10,10,상대적으로 안전편의장비로 인해 운전하는데 좀더 편해졌으며전반적으로 저는 만족하고 있습니다
현대 그랜저,3.5 가솔린,10,8,10,10,8,10,앞 범퍼가 투박해서 남성적이고 크게 느껴지지만 고속도로 주행에서 연비 좋아요.
현대 그랜저,3.5 가솔린,10,10,10,10,10,8,"3.5 가솔린 캘리 1월 구매해서 3월초 , 후반에 주행중에 네비 꺼짐 현상이 2번 있었네요.."
현대 그랜저,3.5 가솔린,10,10,10,9,10,10,주행질감이 좋습니다인테리어가 우수합니다
현대 그랜저,3.5 가솔린 AWD,9,9,9,9,8,9,주행성능에 가장 만족함. 앞디자인이 다소 투박하게 느겨지나 나름 강인함을 제공해줌. 연비도 고속주행에서는 만족함. 다만 순간 가속력 부족은 다소 답답함을 줄 때가 있음.
현대 그랜저,3.5 가솔린 AWD,8,8,10,9,9,8,여전히 누군가에겐 성공의 아이콘.넉넉한 거주성과 동급대비 우수한 정숙성. 길어진 차체만큼 날렵하지는 못한 거동성. 최신형 답게 각종 편의 및 안전 사양은 수준급.(풀옵 기준) 운전의 재미보다는 동승자의 편안함을 우선시한 느낌.
현대 그랜저,3.5 가솔린 AWD,10,10,10,9,8,10,우선 힘이 좋아서 언덕오를때나 장거리 주행시 아주좋아요승차감은 비싼 외제차보다 훨씬 더 낫다는 느낌이 듭니다. 풀옵션이라 4계절 다 쓸모있구요 이제 차바꿀때는 절대 못내려갈거 같네요 이차의 장점중하나는 비좁은 아파트 주차시 차애 내려서 주차할수 있는 기능이 있다는것입니다. 제일 사용을 많이하는데 엄청 편리합니다.
현대 그랜저,3.5 가솔린 AWD,10,10,10,10,10,8,IG 3.3 셀레브리티 타다 넘어왔는데 전반적으로 차가 편하고 푹신푹신함. (프리뷰 전자제어 서스 장착)4륜이라 고속안정감 기깔나고 3.5라 200이상도 맘먹고 밟으면 쭉쭉 치는 차임 단점은 IG 대비 브레이크가 밀리는 듯 하고 IG 대비 연비가 살짝 안좋음 그 외에는 모두 만족
현대 그랜저,3.5 가솔린 AWD,9,6,10,9,8,4,가성비는 좀 떨오지지만 주행성능이나 실내 거주성및 소음은 우수함.......
현대 그랜저,3.5 가솔린 AWD,10,6,10,10,10,6,전반적으로 만족합니다. 승차나 힘 주행성능 뛰어나고다만 연비는 어쩔 수 없이 떨어집니다.
현대 그랜저,3.5 가솔린 AWD,8,6,10,9,6,4,"시내 연비는 4-7사이로 많이 먹으나 고속도로 연비는 14키로 안팎으로 준수하며 방음이 잘 되어 정숙성이 뛰어나다. 3470cc 엔진 출력도 좋고 어느 포장된 산길이나 고속도로를 가든 우수한 주행성능을 보인다. 다만 토크는 조금 아쉬운 맘이 들긴 함 초기 빠르게 치고나가는 느낌은 약함, 하지만 그랜저는 스포츠 카가 아니니 부드럽게 타고 다닌다는 맘으로 탄다. 전자제어서스펜션이 들어가서 그런지 코너링과 방지턱 넘는것도 매우 준수하다. 애기들 태우고 다니는데 방지턱 덜커덩 거리는것도 괜찮으며 조용한것이 최대 장점, 애기 둘 경기도 부산 왕복 가족 방문 가끔하는데 잘잔다. 매우만족 하는 부분. 고속도로 주행보조 기능이 뛰어나 차로유지를 잘 해주어 피로도가 예전 차들에 비해 현저히 개선. 가격이 많이 오르긴 했으나 방음, 전자제어서스펜션, 타이어 개선, 내장재, 프레임없는 창문 , 주행보조 등등 해서 품격이 많이 개선 되어 참아줄만하긴 하다. 그만큼 g80 가격도 많이 상승.."
현대 그랜저,3.5 가솔린 AWD,10,8,10,10,10,10,3.5 awd 4륜으로 타고있는데 주행질감 너무나 좋고요 연비는 크루즈컨트롤에 잘 컨트롤하면 연비가 18.7까지 나와서 좋은데 역시나 일반 도로는 8~9정도 나오네요 고속에서도 힘이 남아돌아서 더 속도를 올릴 수 있어서 좋고 9월에 출고해서 2개월 정도 탄 후기는 만족스럽습니다. 9월 말 출고차량이라 리콜이나 결함같은 문제는 1도 없고요 기능이 많다보니 나이드신분은 쓰기 어려우실 수도있다는 생각이 들긴하네요 여튼 현재까지 너무 만족합니다
현대 그랜저,3.5 가솔린 AWD,6,6,10,7,6,4,차량의 전반적인 편의장비나 주행보조장치는 만족 6기통이라 기름 많이 먹으나 생각보다는 연비 좋음
현대 그랜저,3.5 가솔린 AWD,7,6,7,10,8,5,체감상 연비는 좀 덜어지는 편입니다. 품질은 겉으로 보았을땐 좋으나 실내는좀 무난한듯합니다
현대 그랜저,3.5 가솔린 AWD,10,10,10,10,10,10,내 차 이지만 가성비최고 👍인테리어 + 익스테리어+주행감 등등 정말 훌륭하다.^^. 계기판 만 좀 업데이트해주고~ 자잘한 결함들 언능 ota로 as 됐으면 좋겟다
현대 그랜저,3.5 가솔린 AWD,10,10,10,10,10,10,1111111111111111111111111111111111111111111111111111111111111
현대 그랜저,3.5 가솔린 AWD,10,10,10,10,10,10,"아주 정숙하고 좋아요. 품질 디자인 좋고 실내 쾌적하고 조용하고,~~!!!"
현대 그랜저,3.5 가솔린 AWD,10,9,10,10,10,8,"3.5 AWD 1달 운행 중 입니다. 3.5는 기름 많이 먹겠지 생각했지만 의외로 연비가 괜찮았으며, 편하고 차실 넓은게 큰 장점입니다."
현대 그랜저,3.5 가솔린 AWD,9,6,8,8,10,8,3.5사륜 주행성능은 확실히 괜찮습니다.20인치로하기에는 거주성에서 진동이조금느껴지지만 어쩔수없는부분이긴합니다. 19인치가괜찮습니다. 블랙잉크로했을경우 깔끔하게이쁩니다. 연비는 고속 12키로나왔네요. 3.5사륜 눈길나쁘지않습니다 후회는안되네요^^
현대 그랜저,3.5 LPG,10,10,8,6,6,5,Lpg는확실히연비가나쁘고 가끔차량부조증상이있네요부조증상은개선이반드시필요함
현대 그랜저,3.5 LPG,10,10,10,10,9,9,경제성이 좋고 가솔린에 비해도 출력이 크게 차이도 없음. 승차감 및 펀의성이 매우 훌륭합니다
현대 그랜저,3.5 LPG,9,8,10,9,10,6,"전반적으로 전륜구동 차량중에 탑인듯 합니다....중후한 느낌으로 승차감까지 .....승차공간도 넉넉하고, 운전할맛이 제대로 입니다..그리고 LPI 3500cc 엔진의 파워풀한 느낌은 만족도가 더욱 좋습니다."
현대 그랜저,3.5 LPG,10,7,9,8,8,8,기본적인 차체 몰딩을 부분적으로 스덴처리 했으면 하는 바램입니다.문짝 하체 부분에 오물이 많이 뭇어 검정 띠로 디자인 해주시면 좋을거 같아요.
현대 그랜저,3.5 LPG,9,5,10,10,10,9,"운전하기 편하고 연비도 전에타던 TG보다 잘 나오네요.자동차세가 부담되겠지만... 차체보강 룩손제품으로 해주었더니 단단하고 승차감, 안정감도 최고로 바뀌었습니다."
현대 그랜저,3.5 LPG,8,5,8,8,8,4,시내연비는 폭망 고속도로연비는좋음시내연비는 폭망 고속도로연비는좋음시내연비는 폭망 고속도로연비는좋음시내연비는 폭망 고속도로연비는좋음
현대 그랜저,3.5 LPG,10,9,10,10,10,6,"이 가격에 6기통 8단미션은 정말 꿀입니다~정숙성, 엔진질감, 가속력 정말 만족합니다"
현대 그랜저,3.5 LPG,10,8,8,8,10,8,디자인은 호불호가 갈리지만 저는 만족 합니다. 엔진과 미션의 조합은 좋아요 다만 초기 주행시 어느 정도 열이 받기 전까지 저속 구간에서 운전석에서 잔 진동이 느껴짐 핸들 조향시 하체의 단단함 보다는(노멀기준) 약간 물렁한 느낌이 있지만 스포츠 모드로 전환하면 핸들과 하체가 그나마 단단해 지지만 연비는 보장 못함 타이어 18인치 넥센 인데 도로 상태가 파이 이거나 않 좋은 구간에서는 노면 소음 심함그 왜 이 차는 정말 까데기 할 껀덕지가 없음 차 정말 잘 나가고 좋아요
현대 그랜저,3.5 LPG,10,8,10,10,8,8,"가성비가 좋은차, 6기통이라서 힘은 남아돌고 lpg 시내연비가 6킬로라는 단점 빼고는 고속연비 14에 힘좋고 에어서스 편하고 조용하게 잘나가요"
현대 그랜저,3.5 LPG,10,9,9,9,9,9,대체적으로 성능이나 기능.품질 모두 만족합니다다만 배기량은 영업용으로는 서울시내에서 굳이3500cc가 필요하지않음 3000cc정도라도 충분함
현대 그랜저,3.5 LPG,9,8,10,9,6,7,가격대비 편의성이나 주행성 모두 만족합니다.다른 분 들께도 추천 할 수 있을 정도로 괜찮습니다.
현대 그랜저,3.5 LPG,10,8,10,10,6,10,자동 잠금 장치가 업업용으로는 많이 불편함ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
현대 그랜저,3.5 LPG,9,10,8,8,10,8,전체적으로 괜찮은데문캐치불량이나 타고내릴때 신발걸림으로 실내커버가 벗겨지는 문제. 도어쪽 소모품이라그런지 개선이 필요해보임 전면부 그릴안쪽 벌레나 흙모래 잘낌.
현대 그랜저,3.5 LPG,9,9,9,10,10,10,V6 Lpg 라서 3.5에서 힘이 넘침연비완전 대박 디자인 너무 좋음
현대 그랜저,3.5 LPG,10,8,8,8,8,6,생각보단 연비좋구요. 힘 좋고 승차감 좋습니다실내공간이 생각보다 커서 좋습니다.
현대 그랜저,3.5 LPG,10,9,10,10,10,10,"매우만족하고있음!지난소나타와는비교불가 주행,승차감,모두만족! 디자인좋고,고속주행도 매우편안함"
현대 그랜저,3.5 LPG,10,8,10,10,10,8,비싸지만 신차 기준 대체 차종이 없죠.풀체인지 디자인은 개인적으로 호 아직 오류 없고요. 저는 만족합니다.
현대 그랜저,3.5 LPG,10,7,9,9,10,7,더뉴그랜저보다산단계모든것이상승한차량입니다.차체가대형이라서골목.회전시불편함
현대 그랜저,3.5 LPG,10,4,10,9,10,10,"큰 기대 안하고 샀는데 정말 만족합니다.볼 수록 이쁘네요 연비도 훌륭하고, 디자인도 이쁘고, 공간도 넓고 암튼 대만족입니다."
현대 그랜저 하이브리드,1.6 HEV,7,6,10,6,10,10,하이브리드 차라서 연비는 매우 좋지만 가격이 비쌉니다 풀체인지되고 너무 올랐습니다. ㅡㅡ;
현대 그랜저 하이브리드,1.6 HEV,10,6,10,10,9,7,"그랜져IG를 구입하고 3년 타고 이 차로 교환했는데 가격이 일단 상당히 올라갔고, 디자인도 개선되고 내부도 확실히 커진 느낌을 받았는데...차키를 받으면서 참 허접하게 가볍게 만들었다는 느낌...차키는 변화 필요할듯...무게감이 없음"
현대 그랜저 하이브리드,1.6 HEV,9,7,8,8,10,10,역시 인기있는 제품은 이유가 있는법.타보면 괜찬다. 그러나 가격은 안괜찮다.
현대 그랜저 하이브리드,1.6 HEV,9,9,10,10,10,10,재구매 의사가 있나요? 질문에 Yes 입니다. 수입차 생각 안납니다. 그만큼 국산차 성능과 디자인 수준이 많이 올라왔네요.
현대 그랜저 하이브리드,1.6 HEV,7,6,10,6,8,7,가격이가격인지라 가성비란 말은 못쓰겠고.. 내부 인테리어나 공간감은 확실히 좋음
현대 그랜저 하이브리드,1.6 HEV,10,6,10,10,10,10,모든게 만족스럽다.....특히 준대형 치고 상당한 연비를 보여주며 주행시 너무 편안하고 안정감이 느껴진다....하이브리드라고 딱히 힘이 딸린다는 느낌을 받지는 못했음....다만 차량 가격은 좀 아쉽다
현대 그랜저 하이브리드,1.6 HEV,10,8,10,8,10,10,"디자인, 편의성, 연비가 좋아 다단히 만족합니다 차량이 크기 때문에 RR Door 열고 닫을때 조심스럽다."
현대 그랜저 하이브리드,1.6 HEV,10,8,10,10,10,10,풀옵하니 가격이 좀 쎈듯 하지만 오히려 가성비 좋은 느낌으로 만족합니다.
현대 그랜저 하이브리드,1.6 HEV,10,6,10,10,10,10,"항공기에 비유하자면 일등석에 타는 것 같습니다. 장거리 주행도 편안하고 운전이 즐겁습니다. 편안함, 정숙성, 연비 모두 만족 스럽습니다"
현대 그랜저 하이브리드,1.6 HEV,9,9,10,9,8,9,"그랜저 하이브리드 선택에 후회하지 않습니다.주행, 소음, 연비, 음악, 거주성 등 모두 만족합니다."
현대 그랜저 하이브리드,1.6 HEV,10,2,10,10,10,7,"연료통이 50리터로 너무 작고, 시동 시 엔진 부밍음이 너무 커서 정상인가 의심스럽다."
현대 그랜저 하이브리드,1.6 HEV,10,8,10,10,10,10,아주 만족합니다.좋아요! 강력 추천합니다. 조용하고 실내도 넓어요
현대 그랜저 하이브리드,1.6 HEV,10,8,10,9,10,10,가격대비 초기 불량이 많았던 편입니다.지금은 조치가 되었지만 아직 간간히 무상수리가 뜨는 것은 아쉬움이 있습니다.
현대 그랜저 하이브리드,1.6 HEV,10,8,10,9,10,9,차 잘 만들었고 내부 소음 없고 위협감지 기급회피로 사고 한 번 넘겼고 외부 소음도 없어서 욕설도 안들림. 중장거리는 연비 좋음. 디자인도 좋음. 단지 그렌저 블랙잉크가 G80기본가랑 거의 가격이 붙어 있어서 그것만 아쉬움.
현대 그랜저 하이브리드,1.6 HEV,10,8,10,10,10,8,"연비도 생각외로 잘나오고 내장재가 고급스럽고 특히 거주성이 뛰어나며, 자도차세가 착한 차입니다."
현대 그랜저 하이브리드,1.6 HEV,10,6,10,10,8,8,ㅎㅎ잘나가네요 진짜 굿..ㅋ최고인듯 잘산거 같다..뭐이리 글자를 많이 써야해
현대 그랜저 하이브리드,1.6 HEV,10,10,10,10,10,10,조용하고 편의사항 좋고 무엇보다 디자인이 맘에듬 하이브리드라 고속도로는 물론 시내주행도 굿임
현대 그랜저 하이브리드,1.6 HEV,9,8,10,8,8,5,하이브리드인데 시내 연비13이 안나오네. 운전 습관이 더러운가?. 겨울이라 그렇다해도 12가 제대로 아나오네 하미프리드인데. 비추
현대 그랜저 하이브리드,1.6 HEV,10,10,10,10,10,10,너무 좋아요승차감 너무 좋습니다. ㅎㅎㅎ 다음에도 그랜저 하이브리드 익스클루시브 또 구매 하고 싶네요
현대 그랜저 하이브리드,1.6 HEV,10,6,8,8,8,10,통풍시트 문제가좀 있고 나머진 무난하고 크게 불만없네요. 하이브리드 연비 괜찮고 통풍시트 바람 약한건 그냥 타고 다닙니다.
현대 더 뉴 그랜저 IG,종합,10,10,10,10,8,5,잘타고 다니지만 연비가 좀..아쉽습니다 ..............ㅡ무무무뭄
현대 더 뉴 그랜저 IG,종합,7,6,8,7,8,8,좋아요 잘타고 있어요ㅋㅋ 검은색이라 좀 신경쓰여요 옵션은 좋은거 같아요
현대 더 뉴 그랜저 IG,종합,10,9,10,10,9,8,그랜저를 처음 운행해보았는데준대형의 차급이 느껴집니다 모든 면이 만족스러운데 연비와 주차완료후 꿀렁임?(이건 제 차만 그런지 다 그런지 ) 쫌금 아쉬워요. 전체적으로 very gooddd
